artist_id,artist_name,followers,popularity,artist_type,genres,main_genre
01W8kYNqFHyKicPfR0pLwO,England Dan & John Ford Coley,16836,31,duo,['soft rock'],"Rock"
01Wck2m10xhdxUrLaMq60y,Rene & Angela,87464,47,-,"['disco', 'funk', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']","Electronic"
01WjpKiWVNurV5hjIadB8C,Filter,227613,59,band,"['alternative metal', 'alternative rock', 'grunge', 'industrial metal', 'industrial rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']","Metal"
01YHmj2sySjLjP1Q2BK2sH,Machine,851,36,-,"['j-metal', 'visual kei']","Metal"
01Z8Z9K54zewyP04ZfGLSv,Irma Thomas,40138,54,singer,"['classic soul', 'louisiana blues', 'new orleans blues', 'soul', 'southern soul']","Blues & Soul"
01ZpL2TZ4QxYNDLc70RIiT,Ali & Gipp,4328,52,-,"['dirty south rap', 'southern hip hop']","Hip Hop"
021hNAnkFIbyFyL97br6NB,Kellie Pickler,483220,50,singer,"['contemporary country', 'country', 'country dawn', 'country road']","Country & Folk"
026cfb1v6XifVe4poTRAoe,Top Of The Poppers,2112,25,-,[],"Unknown"
02A3cEvlLLCbIMVDrK2GHV,Starley,69499,67,-,['aussietronica'],"Electronic"
02da1vDJ2hWqfK7aJL6SJm,Soul Asylum,280096,60,band,"['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'post-grunge', 'rock']","Rock"
02FT4qRWquTbmIJSSSp5c8,The Boogie Kings,792,23,band,['swamp pop'],"Pop"
02HpkiuAylAwAnQBswaXlP,Terri Lyne Carrington,3728,23,singer,['jazz drums'],"Jazz"
02JTFUpX3CgLWXNKEXIvcb,Public Announcement,61162,43,band,"['new jack swing', 'r&b', 'urban contemporary']","R&B & Funk"
02kJSzxNuaWGqwubyUba0Z,G-Eazy,4034696,86,rapper,"['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']","Hip Hop"
02NfyD6AlLA12crYzw5YcR,Jane's Addiction,667475,62,band,"['alternative metal', 'alternative rock', 'blues-rock', 'funk metal', 'funk rock', 'garage rock', 'grunge', 'hard rock', 'modern rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock']","Metal"
02oFrWT7l0AKMEnJI6iTIB,The Belmonts,15558,34,band,"['doo-wop', 'rhythm and blues']","Pop"
02rd0anEWfMtF7iMku9uor,Reba McEntire,939938,64,singer,"['contemporary country', 'country', 'country dawn']","Country & Folk"
02RRYknv2Z92zY1QRa2Blt,The Soul Explosions,7,7,-,[],"Unknown"
02seUFsFQP7TH4hLrTj77o,Nathaniel Rateliff & The Night Sweats,358369,66,singer,"['folk-pop', 'new americana', 'stomp and holler']","Pop"
02uYdhMhCgdB49hZlYRm9o,Eagles Of Death Metal,339506,60,band,"['alternative rock', 'blues-rock', 'garage rock', 'modern blues rock', 'modern rock', 'rock', 'stoner rock']","Rock"
02VDCca8qyOOSY23Pog2Lp,The Jacquelines,295,7,-,[],"Unknown"
02WFRlMwbZO6QfBJgZRNFa,Violent J,54189,38,rapper,"['detroit hip hop', 'horrorcore']","Hip Hop"
02Xpf8IlAGeelWAQZP33kQ,Boy Meets Girl,10371,49,-,['new wave pop'],"Pop"
02zGgCB9SiSPeDYMfwPJXK,Godley & Creme,21111,35,duo,"['classic uk pop', 'new wave pop', 'zolo']","Pop"
030gEPJwNJnBcyra7CB9vM,Steve Arrington,8723,33,band,"['funk', 'post-disco']","R&B & Funk"
030sRm1rnXI9MeQ23pdax8,Boyz N Da Hood,242904,44,band,"['atl hip hop', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']","Hip Hop"
03248d0xYQltNDAF2XongP,Jasta,9937,31,band,['groove metal'],"Metal"
03a5eVjzFyQlR4XyVSwt4t,Love and Theft,261154,56,singer,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']","Country & Folk"
03GruNQP8X25PCoWzdvIGZ,Klaus Badelt,73658,64,-,"['german soundtrack', 'scorecore', 'soundtrack']","Other"
03ilIKH0i08IxmjKcn63ne,Drake Bell,255112,58,singer,['post-teen pop'],"Pop"
03jrbNTeSKP9m161juhm0h,"Chunk! No, Captain Chunk!",113565,54,-,"['anthem emo', 'easycore', 'metalcore', 'pop punk', 'post-screamo', 'screamo']","Rock"
03MN6AwQCCVC6P3JdQwyRh,Reinhard Peters,15,22,-,[],"Unknown"
03n0Ll5tJjUxajYOvc0TQm,Intro,13024,39,-,"['new jack swing', 'r&b', 'urban contemporary']","R&B & Funk"
03PCdNvkF81s7xHmtkNcoz,King Floyd,6829,48,singer,"['classic soul', 'soul', 'southern soul']","Blues & Soul"
03pGcGiCNzt8NNcmxrIYSG,Ncredible Gang,2429,54,-,[],"Unknown"
03pn54eB540z8IuK6LYXH9,Kia Shine,6696,26,singer,"['dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']","Hip Hop"
03PVLJvS8RFC7wcxOBmXBp,Colin O'Malley,643,7,singer,['video game music'],"Electronic"
03PyzHPsaxiIuszX8I5hWM,Annette Brox,10,16,singer,[],"Unknown"
03r4iKL2g2442PT9n2UKsx,Beastie Boys,1361111,73,band,"['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap', 'rock']","Rock"
03sAQYI6xlXSc3bsFU9RCC,Louise Goffin,8012,24,singer,[],"Unknown"
03tfKFHhDoDqF73vCI3cxn,William Michael Morgan,28207,48,singer,"['contemporary country', 'country pop', 'modern country rock']","Country & Folk"
03Yb3iBy9GCifXiATEFcit,Pepe Aguilar,1715985,75,singer,"['grupera', 'latin pop', 'latin talent show', 'mariachi', 'ranchera']","Latin"
03YhcM6fxypfwckPCQV8pQ,Wes Montgomery,118077,56,-,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz guitar', 'soul jazz']","Jazz"
040Bv6cZTRh30LyyYVXgJX,Gene Clark,22573,43,singer,"['alternative country', 'baroque pop', 'classic uk pop', 'cosmic american', 'country rock', 'folk', 'folk rock', 'power pop', 'psychedelic rock', 'pub rock', 'roots rock', 'singer-songwriter', 'traditional folk']","Country & Folk"
041pORmHnf38WUAapxppMS,The Clocks,69,2,-,[],"Unknown"
043r4OwwUAYREkBLK5jAiV,FM Static,122987,53,band,"['canadian ccm', 'canadian pop punk', 'christian alternative rock', 'christian punk']","Christian"
044yXhZHDdwZLHvdkEV9rK,Christopher Holmes,15,0,-,[],"Unknown"
047D9GgqEzyMoULd2oKr7G,Alexander O'Neal,146733,53,singer,"['disco', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']","Electronic"
04AbC0iRYiOQxjuP02WWu2,Trina Johnson,6,17,-,[],"Unknown"
04abdnqPQe2N4fjztDea6z,Austin Mahone,1569723,68,singer,"['australian pop', 'dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']","Pop"
04DUpHOyQqwbHFyvIhcGi3,Randy Rogers Band,157748,60,band,"['country road', 'outlaw country', 'red dirt', 'texas country']","Country & Folk"
04ei5kNgmDuNAydFhhIHnD,Landon Cube,131790,73,-,"['emo rap', 'underground hip hop', 'vapor trap']","Hip Hop"
04GaFBkrXgbjuLYvlHP3FW,Nonchalant,1265,21,-,['hip pop'],"Pop"
04gDigrS5kc9YWfZHwBETP,Maroon 5,19722253,89,band,['pop'],"Pop"
04Hei5MUewbIRsL1sCHzif,Player,628,51,-,[],"Rock"
04HvbIwBccFmRie5ATX4ft,Yeasayer,166714,55,band,"['alternative dance', 'art pop', 'brooklyn indie', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'stomp and holler']","Electronic"
04LIHk1SobiQwt2tlupoAV,Leo Sayer,175368,61,singer,"['adult standards', 'bubblegum pop', 'classic uk pop', 'disco', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']","Jazz"
04qIJRFjTmvW5I1DMyGE1R,Koko Taylor,59650,44,singer,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'modern blues', 'traditional blues']","Blues & Soul"
04RtvnUz0XrUbUZzOA8ZoW,Sugarcult,148715,58,band,"['emo', 'neon pop punk', 'pop punk', 'pop rock']","Rock"
04T7QEqAiQBW12loi1g2CO,Vox Freaks,593,38,-,[],"Unknown"
04tkc4IcAn3q0zy1C6oWBI,John Benitez,285,51,DJ,[],"Unknown"
04V6nCBJq5l3f5Ucdptw5R,Original Hit Makers,129,28,-,[],"Unknown"
04wcvutO63WXxkQtmuQKkh,The Precisions,332,21,band,['northern soul'],"Blues & Soul"
04zDwTMN8SPPydYIfSeFYf,Carl Wilson,5117,14,singer,[],"Unknown"
050lnqPL6hydVpjY4MeacK,Clarence Ashe,32,3,-,['deep southern soul'],"Blues & Soul"
051LEaPnq5bbqCtEEowPgZ,Soulsister,10595,44,band,"['belgian rock', 'classic belgian pop']","Rock"
052NpRSiz4SQTsFnvwMP6t,The Fuzz,1309,34,band,['classic soul'],"Blues & Soul"
052sD9jNgGqNAKlYmCAiD8,The Village Stompers,1534,25,band,[],"Unknown"
053q0ukIDRgzwTr4vNSwab,Grimes,861245,67,singer,"['alternative dance', 'art pop', 'canadian electropop', 'chillwave', 'dance pop', 'dream pop', 'electropop', 'escape room', 'grave wave', 'indie r&b', 'indietronica', 'metropopolis', 'new rave', 'pop']","Electronic"
0543y7yrvny4KymoaneT4W,Peter Frampton,500411,63,singer,"['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock']","Rock"
057gc1fxmJ2vkctjQJ7Tal,The Buggles,48193,62,duo,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']","Electronic"
05aFikcWbrmnDKsCHaH0Ce,The Jaggerz,624,22,band,['bubblegum pop'],"Pop"
05C3EDw4Rf0qMhrdjFKncL,Fucked Up,45276,43,-,"['canadian hardcore', 'canadian metal', 'canadian punk', 'hardcore punk', 'indie punk', 'noise pop', 'noise rock', 'post-hardcore']","Rock"
05FEKb23HHED5ZsWmKo8kz,Billy Joe Shaver,49504,47,-,"['alternative country', 'country rock', 'cowboy western', 'folk', 'nashville sound', 'outlaw country', 'red dirt', 'roots americana', 'roots rock', 'singer-songwriter', 'texas country', 'traditional country', 'traditional folk']","Country & Folk"
05fG473iIaoy82BF1aGhL8,Slipknot,4830414,86,band,"['alternative metal', 'nu metal', 'rap metal']","Metal"
05jIrjridu7oRFkgm9b781,Motion Music,178,19,band,[],"Unknown"
05LaJO70BgMafoQx11Hp1M,Julian Gallagher,18,22,band,[],"Unknown"
05m9VGwNd8glcJ2o5UN8H3,Double Trouble,2103,18,-,[],"Unknown"
05mFGgWzooDQMWGNcNsM05,Sandy & Junior,304993,71,duo,['baile pop'],"Pop"
05oH07COxkXKIMt6mIPRee,Brandy,1359390,72,band,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'r&b', 'urban contemporary']","Pop"
05OHCWoZE1eERwTpeCW4xZ,Death Blossoms,782,15,-,[],"Unknown"
05pAwLhsutiuj6gerEwGvU,Lefty Frizzell,46997,45,singer,"['arkansas country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'traditional folk']","Country & Folk"
05RZIdfz59ZW2FvFuwnmNK,K-Ci & JoJo,728403,63,duo,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']","Pop"
05S6yFOzexsgurWstJlBqK,Trolls,16138,34,-,['deep classic garage rock'],"Rock"
05sIdEkXAYDbDDdv3T56Oj,The Chiffons,48015,53,band,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'folk rock', 'merseybeat', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly']","Jazz"
05sRO4JdAtJGyZQOTb6kSL,Sam The Sham & The Pharaohs,22118,47,singer,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat', 'protopunk', 'rock-and-roll', 'surf music']","Pop"
05tyvnDgYMhgagYbUx9td4,Jacob Whitesides,278150,49,singer,"['post-teen pop', 'teen pop']","Pop"
05WcfGPdzCMKpdGc17cUko,Visage Music,10892,49,-,['brazilian edm'],"Electronic"
05YVYeV4HxYp5rrWalvuE1,"Grover Washington, Jr.",100976,58,-,"['jazz funk', 'smooth jazz']","Jazz"
063wYkWkHrq5L5YWdrqjEt,Victor Lou,22769,54,-,['brazilian edm'],"Electronic"
063xkuRULzZu8fcoPR2rKR,Lou Donaldson,23250,47,-,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz saxophone', 'soul jazz']","Jazz"
066X20Nz7iquqkkCW6Jxy6,LCD Soundsystem,631334,67,band,"['alternative dance', 'alternative rock', 'dance-punk', 'electronic', 'electronic rock', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'new wave']","Electronic"
069n4k5Ultxa6j838AJtGJ,Maxo,3328,29,rapper,"['hyperpop', 'kawaii future bass']","Avant-Garde & Experimental"
06bDwgCHeMAwhgI8il4Y5k,Set It Off,419461,70,band,"['electropowerpop', 'otacore', 'pixie', 'pop punk']","Pop"
06cd30Cv9US973Ika84gDw,Lucas Lucco,2030069,72,singer,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']","R&B & Funk"
06fevXb2Ul1OV34aYfnSfV,PALE COCOON,51,1,-,[],"Unknown"
06FYNfwEgXT2zTJ637VlVk,Eric Hine,8,2,-,[],"Unknown"
06HL4z0CvFAxyc27GXpf02,Taylor Swift,22390304,97,singer,"['dance pop', 'pop', 'post-teen pop']","Pop"
06JH3wcXkJg7eoxZVMO1UX,T.O.K,33200,47,band,['dancehall'],"Electronic"
06kEiavGofOiiVEr1yK7Ok,Newcity Rockers,5,0,-,[],"Unknown"
06KgaEpSluofkcChSo7TNr,The Smithereens,38151,44,band,"['alternative rock', 'dance rock', 'jangle pop', 'new jersey indie', 'new wave', 'new wave pop', 'pop rock', 'power pop', 'pub rock', 'roots rock']","Rock"
06kI99VfdoW8sXLj53BKTm,Sea Hags,1068,10,band,[],"Unknown"
06kr5yNAM2rOf4DXemM8fl,Matt Monro,130117,55,singer,"['adult standards', 'brill building pop', 'classic uk pop', 'easy listening', 'lounge']","Jazz"
06nevPmNVfWUXyZkccahL8,Gregory Porter,328583,64,singer,['vocal jazz'],"Jazz"
06NImT91wUYvhRqBAYO07m,Bruce Hornsby & The Noisemakers,2188,25,band,[],"Rock"
06nsZ3qSOYZ2hPVIMcr1IN,J.J. Cale,315305,65,-,"['blues', 'blues-rock', 'classic rock', 'folk rock', 'mellow gold', 'modern blues', 'rock', 'roots rock', 'singer-songwriter']","Blues & Soul"
06tPmk0aHzCFK0T96YzXnN,The Blow Monkeys,31226,43,band,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']","Electronic"
06X9ub06B2zsqDpmHUqh3K,QB Finest,1329,7,rapper,[],"Unknown"
06YQ6XwCdPUn8rAXV70gge,Republica,23306,45,-,"['candy pop', 'new wave pop']","Pop"
0701Axu6yvUIoctaKMbDIZ,Freda Payne,7894,43,singer,"['classic soul', 'motown']","Blues & Soul"
0701LAQrkY5Il5vt06uNnC,Trouble,65297,58,-,"['atl hip hop', 'atl trap', 'southern hip hop', 'trap music']","Hip Hop"
070kGpqtESdDsLb3gdMIyx,Easton Corbin,552758,63,singer,"['contemporary country', 'country', 'country road', 'modern country rock']","Country & Folk"
074c96SFGJ7WfW7ykczDHr,Fenix TX,32339,47,band,"['emo', 'pop punk', 'skate punk', 'texas pop punk', 'texas punk']","Rock"
075xtg4NIZNHSw3fKWlLwe,Starlight Symphony,7,14,-,[],"Unknown"
07ATE522e8aDsEb0JVLYqg,Strung Out,86276,55,band,"['melodic hardcore', 'pop punk', 'punk', 'ska punk', 'skate punk']","Rock"
07CTbCcLVHYwZqp1YMdf4t,Angela Bofill,85821,47,singer,"['adult standards', 'quiet storm', 'soft rock', 'urban contemporary']","Jazz"
07d5etnpjriczFBB8pxmRe,BJ The Chicago Kid,242435,71,singer,"['alternative r&b', 'chicago rap', 'deep pop r&b', 'hip hop', 'indie r&b', 'neo soul', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']","R&B & Funk"
07jc1IMGtecDZzOL9cP50t,Days Of The New,174769,55,band,"['alternative metal', 'alternative rock', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rock']","Metal"
07jJQhIBd8ZqVUdgiwPqdQ,Alias,2901,39,-,[],"Rock"
07Ki4LOiyiextOVUe7c6mD,R.Eli,0,0,-,[],"Unknown"
07lbidCU8ZwtNCUrmaO0QU,Bizarre Inc,5325,38,band,"['diva house', 'hardcore techno', 'hip house']","Electronic"
07n3hfkLVTqg1gO6WHqEUC,Soul Train Gang,359,8,-,[],"Unknown"
07PipPbqSffwUKRCQ5AcC6,Tom Clay,158,27,-,[],"Unknown"
07QEuhtrNmmZ0zEcqE9SF6,Owl City,1766989,73,band,"['pop', 'pop rock', 'post-teen pop']","Pop"
07qXhgXDj4u7Pqf8AHRMtA,Waldo De Los RÃ­os,3980,37,singer,['easy listening'],"Pop"
07tGoz5JpFT1ddktF8q0nt,Chris Hodge,18,3,singer,[],"Unknown"
07tYu4BGrfeogBobCefkHI,Les McCann,15031,41,-,"['jazz funk', 'jazz piano', 'soul jazz']","Jazz"
07VmOvmuBp9G0gb8BTrpn0,Mike Jones,199503,60,rapper,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']","Hip Hop"
07W0YfsvHM7Mw7Bq48Mb0A,Murphy Lee,79814,59,band,"['dirty south rap', 'pop rap', 'southern hip hop']","Hip Hop"
07WjVPM79OGQLOZ1jfUVk9,N.A.S.A.,18906,39,-,[],"Unknown"
07XSN3sPlIlB2L2XNcTwJw,KISS,3783995,76,-,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']","Rock"
07xwCifj3iE7F6fYHin4TU,Black Oak Arkansas,55861,38,band,"['blues-rock', 'classic rock', 'country rock', 'hard rock', 'rock', 'southern rock']","Blues & Soul"
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,8316565,89,-,['colombian pop'],"Pop"
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,7004942,84,singer,"['dance pop', 'pop', 'pop rap', 'post-teen pop']","Pop"
080xIP1qfuknBNYEYPuH1v,Winds of Plague,62984,42,band,"['deathcore', 'melodic metalcore', 'metalcore']","Rock"
085pc2PYOi8bGKj0PNjekA,will.i.am,2682505,77,rapper,"['dance pop', 'pop', 'pop rap', 'post-teen pop']","Pop"
087ESelnMG9z8BeaYR6UcD,The Emerald Express,24,23,band,[],"Unknown"
089zDeJWWSaHm6JE4V3ser,Moving Pictures,5162,39,band,['australian rock'],"Rock"
08avsqaGIlK2x3i2Cu7rKH,Keith Richards,141260,47,singer,"['blues', 'blues-rock', 'british blues', 'classic rock', 'electric blues', 'roots rock']","Blues & Soul"
08b2PA6eFyugsWAk41eQKZ,Lesley Gore,63555,56,singer,"['brill building pop', 'bubblegum pop', 'classic girl group', 'folk rock', 'motown', 'rock-and-roll']","Pop"
08b6RShfMPcbl6FQZx9ax2,Shadowfax,3640,26,-,['new age'],"Other"
08ct2eZF5lUPdJpHwNKWof,Hootie & The Blowfish,468652,66,band,"['mellow gold', 'neo mellow', 'pop rock', 'post-grunge', 'rock']","Rock"
08dazMCiWeKkomvpDLSetA,City Boy,4420,33,band,[],"Unknown"
08DLZqQd6XDAVteF9nSEJ1,Paula Cole,74445,56,singer,"['ectofolk', 'folk', 'folk-pop', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter']","Avant-Garde & Experimental"
08DSLJzStQLYvOi5kBSHlu,Carl Stalling,779,14,-,[],"Unknown"
08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens,829141,74,-,"['british folk', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']","Country & Folk"
08fM8wx6uuEwagFsUvQp35,Portrait,4247,37,-,['new jack swing'],"R&B & Funk"
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,3570451,83,band,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']","Rock"
08Ld63UgKrJ0nZnCkzHtzc,Project Pat,310935,64,singer,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']","Hip Hop"
08Lo1LUP9sCEWm58t38SqP,The Challengers,2945,28,band,['surf music'],"Rock"
08MVPakTEdRJimQNV61NFR,Freedom Williams,450,43,-,['hip house'],"Hip Hop"
08p7B5OtcUuVblvkQIlBhJ,Tyrese,1190182,61,singer,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']","Pop"
08qaG5crPMPF7i0h2wORk5,Drew Baldridge,13605,45,singer,"['contemporary country', 'country pop']","Country & Folk"
08rMCq2ek1YjdDBsCPVH2s,Amerie,439975,57,singer,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']","R&B & Funk"
08rXQbq2f7z8o6PRcsmtJJ,Shotgun Messiah,418,21,band,[],"Unknown"
08syO7CSFkFyo5s4FseVSw,The Infield Boys,80,30,-,[],"Unknown"
08xBftDfAD7CMC51uxUuZF,The First National Band,307,32,-,[],"Unknown"
08yf5A2nS4XEeNvabDXqyg,Billy Talent,735104,69,band,"['alternative metal', 'canadian punk', 'nu metal', 'pop punk', 'post-grunge', 'punk']","Metal"
