year,genre,word,count
1966,Pop,said,340
1966,Pop,two,334
1966,Pop,may,333
1966,Pop,never,328
1966,Pop,well,327
1966,Pop,get,324
1966,Pop,old,320
1966,Pop,long,308
1966,Pop,men,303
1966,R&B & Funk,man,110
1966,R&B & Funk,love,74
1966,R&B & Funk,biggest,69
1966,R&B & Funk,come,67
1966,R&B & Funk,chelsea,60
1966,R&B & Funk,top,53
1966,R&B & Funk,city,52
1966,R&B & Funk,water,51
1966,R&B & Funk,four,45
1966,R&B & Funk,good,41
1966,R&B & Funk,brown,41
1966,R&B & Funk,right,39
1966,R&B & Funk,one,39
1966,R&B & Funk,got,39
1966,R&B & Funk,arsenal,38
1966,R&B & Funk,champions,37
1966,R&B & Funk,clean,37
1966,R&B & Funk,need,37
1966,R&B & Funk,liverpool,36
1966,R&B & Funk,disappointment,33
1966,R&B & Funk,assists,33
1966,R&B & Funk,highest,33
1966,R&B & Funk,relegated,33
1966,R&B & Funk,surprise,33
1966,R&B & Funk,sheets,32
1966,Rock,bruce,458
1966,Rock,bloom,434
1966,Rock,back,274
1966,Rock,batman,272
1966,Rock,silver,271
1966,Rock,night,240
1966,Rock,one,207
1966,Rock,man,185
1966,Rock,time,153
1966,Rock,angle,151
1966,Rock,joker,151
1966,Rock,stephen,147
1966,Rock,hand,147
1966,Rock,thorne,145
1966,Rock,eyes,143
1966,Rock,alfred,141
1966,Rock,see,137
1966,Rock,looks,128
1966,Rock,face,128
1966,Rock,wayne,127
1966,Rock,voice,127
1966,Rock,gordon,125
1966,Rock,day,118
1966,Rock,know,116
1966,Rock,black,114
1967,Avant-Garde & Experimental,love,71
1967,Avant-Garde & Experimental,somebody,33
1967,Avant-Garde & Experimental,wear,30
1967,Avant-Garde & Experimental,help,23
1967,Avant-Garde & Experimental,see,22
1967,Avant-Garde & Experimental,mind,22
1967,Avant-Garde & Experimental,back,21
1967,Avant-Garde & Experimental,round,20
1967,Avant-Garde & Experimental,know,20
1967,Avant-Garde & Experimental,one,19
1967,Avant-Garde & Experimental,nashville,18
1967,Avant-Garde & Experimental,doo,18
1967,Avant-Garde & Experimental,play,17
1967,Avant-Garde & Experimental,beautiful,16
1967,Avant-Garde & Experimental,lovin,16
1967,Avant-Garde & Experimental,still,15
1967,Avant-Garde & Experimental,heaven,15
1967,Avant-Garde & Experimental,gimme,15
1967,Avant-Garde & Experimental,feel,15
1967,Avant-Garde & Experimental,anne,13
1967,Avant-Garde & Experimental,cats,13
1967,Avant-Garde & Experimental,carrie,13
1967,Avant-Garde & Experimental,die,13
1967,Avant-Garde & Experimental,look,13
1967,Avant-Garde & Experimental,man,13
1967,Blues & Soul,get,897
1967,Blues & Soul,one,826
1967,Blues & Soul,know,814
1967,Blues & Soul,got,776
1967,Blues & Soul,shit,664
1967,Blues & Soul,clarence,617
1967,Blues & Soul,man,597
1967,Blues & Soul,police,595
1967,Blues & Soul,bloom,564
1967,Blues & Soul,back,532
1967,Blues & Soul,would,490
1967,Blues & Soul,love,466
1967,Blues & Soul,see,460
1967,Blues & Soul,ain,446
1967,Blues & Soul,time,443
1967,Blues & Soul,two,424
1967,Blues & Soul,adam,403
1967,Blues & Soul,said,396
1967,Blues & Soul,little,392
1967,Blues & Soul,barbara,392
1967,Blues & Soul,say,391
1967,Blues & Soul,make,387
1967,Blues & Soul,day,386
1967,Blues & Soul,first,380
1967,Blues & Soul,home,377
1967,Children's,say,40
1967,Children's,hello,39
1967,Children's,goodbye,22
1967,Children's,cha,12
1967,Children's,know,10
1967,Children's,hela,9
1967,Children's,helloa,8
1967,Children's,heba,8
1967,Children's,bye,4
1967,Children's,yes,3
1967,Children's,woo,2
1967,Children's,stop,2
1967,Children's,time,1
1967,Children's,till,1
1967,Children's,stay,1
1967,Children's,outro,1
1967,Children's,mean,1
1967,Children's,may,1
1967,Children's,low,1
1967,Children's,hoo,1
1967,Children's,high,1
1967,Children's,bridge,1
1967,Christian,world,17
1967,Christian,skip,15
1967,Christian,rope,15
1967,Christian,sunshine,14
1967,Christian,time,11
1967,Christian,long,11
1967,Christian,heaven,9
1967,Christian,love,9
1967,Christian,say,9
1967,Christian,think,8
1967,Christian,sing,8
1967,Christian,never,8
1967,Christian,around,8
1967,Christian,children,8
1967,Christian,walkin,7
1967,Christian,song,7
1967,Christian,little,7
1967,Christian,lonely,7
1967,Christian,heart,7
1967,Christian,goes,7
1967,Christian,comes,7
1967,Christian,another,7
1967,Christian,way,6
1967,Christian,turn,6
1967,Christian,turns,6
1967,Country & Folk,man,26
1967,Country & Folk,got,19
1967,Country & Folk,buy,18
1967,Country & Folk,kind,11
1967,Country & Folk,son,11
1967,Country & Folk,louisiana,10
1967,Country & Folk,really,10
1967,Country & Folk,fakin,9
